agent_id,structural_type,functional_role,category,subcategory,region,dependencies_count,dependencies,target_column,expression
migration_rate_per_person_year,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,0.00556
migrations_total_year,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,population_city * migration_rate_per_person_year
pop_r12,expression,SD stock-flow / aggregate consequence / feedback,social,demography,region 12,2,pop_r12_obs | population_city,,pop_r12_obs if YEAR_GRG<=2023 else (population_city * 0.024763379288632256)
private_cars_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,
car_purchases_vehicles_year,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,0.015 * private_cars_total
car_retirements_vehicles_year,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,0.003 * private_cars_total
private_car_ownership_rate,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,"private_cars_total / max(population_city, 1)"
taxis_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,
taxi_purchases_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
taxi_retirements_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
metro_cars_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,
metro_car_purchases_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
metro_car_retirements_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
brts_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,
brt_purchases_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
brt_retirements_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
buses_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,
bus_purchases_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
bus_retirements_vehicles_year,input,Input/exogenous or initialized state,transport,fleet_stock_private,city,0,,,
metro_trainsets,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,metro_cars_total // cars_per_trainset
motorcycles_total,stock,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,
motorcycle_purchases_vehicles_year,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,0.015 * motorcycles_total
motorcycle_retirements_vehicles_year,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_private,city,0,,,0.003 * motorcycles_total
motorcycle_ownership_rate,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,"motorcycles_total / max(population_city, 1)"
respiratory_admissions,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,population_city * respiratory_admission_rate_base * (exp(CR_PM25_respiratory_admission  * concentration_PM25_excess_ugm3) - 1)
rhc_affordability_ratio,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,"rhc_expenditure_per_person_IRR_year / max(household_income_per_capita_IRR_year, 1)"
rhc_driver_revenue_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,fare_revenue_rhc_IRR_year * (1 - rhc_platform_commission_share)
rhc_expenditure_per_person_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,rhc_trips_per_person_year * fare_rhc_IRR_trip_indexed
rhc_platform_commission_share,input,Input/exogenous or initialized state,economic,fares_revenue,city,0,,,
rhc_trips_per_person_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,"trp_rhc / max(population_city, 1)"
road_capacity_PCE_km_hour,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion_capacity,city,0,,,len_hwy * capacity_PCE_per_km_hour
road_capacity_PCE_km_hour_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,"road_capacity_PCE_km_hour * (len_hwy_r12 / max(len_hwy, 1e-6))"
modal_share_PT,expression,ABM behavioral mediation / competition / exposure,transport,mode_choice_city,city,0,,,modal_share_bus + modal_share_metro
modal_share_PT_r12,expression,ABM behavioral mediation / competition / exposure,transport,mode_choice_city,region 12,0,,,modal_share_bus_r12 + modal_share_met_r12
share_motorcycle_EV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_motorcycle_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,"max(1 - share_motorcycle_EV, 0)"
share_car_CNG,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_car_EV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_car_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,"max(1 - share_car_EV - share_car_CNG, 0)"
share_taxi_CNG_nonEV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_taxi_CNG,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,"max(1 - share_taxi_EV, 0) * share_taxi_CNG_nonEV"
share_taxi_EV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_taxi_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,"max(1 - share_taxi_EV, 0) * max(1 - share_taxi_CNG_nonEV, 0)"
share_bus_EV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_bus_diesel,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_brt_bus_EV,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_brt_bus_diesel,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
share_trips_city_tfp,input,Input/exogenous or initialized state,transport,traffic_regulation,city,0,,,
share_vkm_car_r12_city,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"vkm_car_r12 / max(vkm_car, 1.0)"
share_vkm_car_city_tfp,expression,ABM behavioral mediation / competition / exposure,transport,traffic_regulation,city,0,,,"vkm_car_city_tfp / max(vkm_car, 1.0)"
share_vkm_motorized_r12_city,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"vkm_motorized_r12 / max(vkm_motorized_city, 1.0)"
cost_of_carbon_IRR_t,input,Input/exogenous or initialized state,environment,climate_co2,city,0,,,
alpha_congestion_speed,input,Input/exogenous or initialized state,transport,congestion_capacity,city,0,,,
alpha_delay_congestion,input,Input/exogenous or initialized state,transport,congestion,city,0,,,
congestion_index,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion_capacity,city,0,,,"min(max(0.52924048 * pow(max(v_over_c, 0.0), 1.0), 0.0), 5.0)"
alpha_delay_congestion_r12,input,Input/exogenous or initialized state,transport,congestion,region 12,0,,,
congestion_index_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion,region 12,2,congestion_index | congestion_multiplier_r12,,"min(max(congestion_index * congestion_multiplier_r12, 0.0), 5.0)"
spd_mot,expression,SD stock-flow / aggregate consequence / feedback,transport,service_speed,city,4,spd_mot_history_calibration_factor | spd_mot_freeflow | alpha_congestion_speed | congestion_index,,spd_mot_history_calibration_factor * spd_mot_freeflow / (1.0 + 0.7 * alpha_congestion_speed * congestion_index)
spd_mot_freeflow,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
spd_car,expression,SD stock-flow / aggregate consequence / feedback,transport,service_speed,city,0,,,(spd_car_history_calibration_factor * spd_car_city_calibration_factor * spd_car_freeflow) / (1.0 + alpha_congestion_speed * congestion_index)
spd_car_freeflow,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
spd_car_city_calibration_factor,input,Input/exogenous or initialized state,transport,calibration,city,0,,,
spd_tax,expression,SD stock-flow / aggregate consequence / feedback,transport,service_speed,city,0,,,spd_tax_freeflow / (1.0 + alpha_congestion_speed * congestion_index)
spd_tax_freeflow,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
spd_bus,expression,SD stock-flow / aggregate consequence / feedback,transport,service_speed,city,0,,,(spd_bus_history_calibration_factor * spd_bus_freeflow) / (1.0 + 1.2 * alpha_congestion_speed * congestion_index)
spd_bus_freeflow,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
spd_met,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
spd_oth,expression,SD stock-flow / aggregate consequence / feedback,transport,service_speed,city,0,,,spd_oth_freeflow / (1.0 + alpha_congestion_speed * congestion_index)
spd_oth_freeflow,input,Input/exogenous or initialized state,transport,service_speed,city,0,,,
time_loss_car_hours_year,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion,city,0,,,trips_car * travel_time_car_hours * dly_tot
time_loss_car_hours_year_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,4,trp_r12 | modal_share_car_r12 | travel_time_car_r12_base_hours | dly_r12,,trp_r12 * modal_share_car_r12 * travel_time_car_r12_base_hours * dly_r12
traffic_plan_fee_IRR_trip,expression,SD stock-flow / aggregate consequence / feedback,economic,policy_revenue,region 12,2,traffic_plan_fee_IRR_trip_base | traffic_plan_fee_multiplier,,traffic_plan_fee_IRR_trip_base * traffic_plan_fee_multiplier
transport_financial_balance_IRR,stock,SD stock-flow / aggregate consequence / feedback,economic,macro,city,0,,,
cost_transport_public_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,macro,city,0,,,OPEX_PT_IRR_year + CAPEX_transport_affordable_IRR_year
system_cost_transport_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,system_costs,city,0,,,CAPEX_transport_IRR_year + OPEX_transport_IRR_year + cost_energy_IRR_year + cost_health_IRR_year + cost_road_safety_IRR_year + cost_climate_IRR_year
system_cost_per_pkm_IRR,expression,SD stock-flow / aggregate consequence / feedback,impact,system_costs,city,0,,,"system_cost_transport_IRR_year / max(pkm_total, 1)"
travel_time_bus_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_km / max(spd_bus, 1.0)"
travel_time_car_congested_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,travel_time_car_hours * (1 + dly_tot)
travel_time_car_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_km / max(spd_car, 1.0)"
travel_time_car_r12_base_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,performance,region 12,2,trip_length_r12_km | spd_car_r12,,"trip_length_r12_km / max(spd_car_r12, 1.0)"
travel_time_car_r12_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,region 12,0,,,travel_time_car_r12_base_hours * (1 + dly_r12)
travel_time_metro_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_metro_km / max(spd_met, 1.0)"
travel_time_motorcycle_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_km / max(spd_mot, 1.0)"
travel_time_other_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_km / max(spd_oth, 1.0)"
travel_time_taxi_hours,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_time,city,0,,,"trip_length_km / max(spd_tax, 1.0)"
trip_length_km,input,Input/exogenous or initialized state,transport,travel_demand,city,0,,,
trip_length_r12_km,input,Input/exogenous or initialized state,transport,travel_demand_region,region 12,0,,,
trips_bus_BRT,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_bus_total * brt_share_of_bus
trips_bus_nonBRT,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_bus_total * (1 - brt_share_of_bus)
trips_bus_total,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_bus
trips_car,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_car
trips_metro,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_metro
trips_motorcycle,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_motorcycle
trips_other,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_other
trips_per_person_per_day,input,Input/exogenous or initialized state,transport,travel_demand,city,0,,,
trips_per_year,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,population_city * (trips_per_person_per_day*telework_trip_multiplier) * days_per_year
trips_taxi,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,trips_per_year * modal_share_taxi
trp_r12,input,Input/exogenous or initialized state,transport,travel_demand_region,region 12,0,,,
trips_car_city_tfp,expression,ABM behavioral mediation / competition / exposure,transport,traffic_regulation,city,1,trips_car_city_tfp_obs,,"trips_car_city_tfp_obs if YEAR_GRG<=2023 else ({2024: 138422315.321, 2025: 120157821.56, 2026: 101893327.798, 2027: 83628834.0357, 2028: 65364340.2738, 2029: 47099846.5119, 2030: 28835352.75}.get(int(YEAR_GRG), 28835352.75))"
trp_r12_tfp,expression,ABM behavioral mediation / competition / exposure,transport,traffic_regulation,region 12,2,trp_r12_tfp_obs | trp_tfp,,trp_r12_tfp_obs if YEAR_GRG<=2023 else (0.45661004704854624 * trp_tfp)
share_rhc_of_taxi,input,Input/exogenous or initialized state,transport,ride_hailing,city,0,,,
trp_rhc,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand,city,0,,,online_taxi_active * trips_taxi * share_rhc_of_taxi
urban_area_km2,input,Input/exogenous or initialized state,urban,land_use_structure,city,0,,,
v_over_c,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion_capacity,city,0,,,"vkm_pce_total_hour / max(road_capacity_PCE_km_hour, 1e-6)"
v_over_c_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,"vkm_pce_total_hour_r12 / max(road_capacity_PCE_km_hour_r12, 1e-6)"
veh_rhc_ful,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,0.4 * (trp_rhc / days_per_year / 14) + 0.6 * (trp_rhc / days_per_year / 7)
veh_tax_cap,expression,SD stock-flow / aggregate consequence / feedback,transport,fleet_stock_public,city,0,,,(taxis_total) / population_city
vkm_BRT,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,vkm_bus * brt_share_of_bus
vkm_bus_EV,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_bus * share_bus_EV
vkm_bus_tailpipe,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,vkm_bus * (1 - share_bus_EV)
vkm_car_CNG,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car * car_energy_closure_factor * share_car_CNG
vkm_car_EV,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car * car_energy_closure_factor * share_car_EV
vkm_car_congested_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,vkm_car_r12 * con_dst_r12
vkm_car_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car * car_energy_closure_factor * share_car_gasoline
vkm_car_tailpipe,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,vkm_car * car_energy_closure_factor * (1 - share_car_EV)
vkm_car_city_tfp,expression,ABM behavioral mediation / competition / exposure,transport,traffic_regulation,city,0,,,(vkm_car * share_trips_city_tfp)
vkm_motorcycle,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_motorcycle / max(occ_mot, 0.1)"
vkm_car,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_car / max(occ_car, 0.1)"
vkm_taxi,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_taxi / max(occ_tax, 0.1)"
vkm_bus,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_bus / max(occ_bus, 1.0)"
vkm_other,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_other / max(occ_oth, 1.0)"
vkm_metro,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,"pkm_metro / max(occ_met, 1.0)"
vkm_motorized_city,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,vkm_car + vkm_taxi + vkm_bus + vkm_motorcycle + vkm_other
vkm_motorcycle_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,trp_r12 * modal_share_mot_r12 * trip_length_r12_km
vkm_car_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"(trp_r12 * modal_share_car_r12 * trip_length_r12_km) / max(occ_car, 0.1)"
vkm_taxi_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"(trp_r12 * modal_share_tax_r12 * trip_length_r12_km) / max(occ_tax, 0.1)"
vkm_bus_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"(trp_r12 * modal_share_bus_r12 * trip_length_r12_km) / max(occ_bus, 1.0)"
vkm_metro_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"pkm_metro_r12 / max(occ_met, 1.0)"
vkm_oth_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,"(trp_r12 * modal_share_oth_r12 * trip_length_r12_km) / max(occ_oth, 1.0)"
vkm_motorized_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,vkm_car_r12 + vkm_taxi_r12 + vkm_bus_r12 + vkm_motorcycle_r12 + vkm_oth_r12
vkm_motorcycle_EV,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_motorcycle * share_motorcycle_EV
vkm_motorcycle_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_motorcycle * share_motorcycle_gasoline
vkm_motorcycle_tailpipe,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,vkm_motorcycle * (1 - share_motorcycle_EV)
vkm_taxi_CNG,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi * share_taxi_CNG
vkm_taxi_EV,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi * share_taxi_EV
vkm_taxi_gasoline,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi * share_taxi_gasoline
vkm_taxi_tailpipe,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,vkm_taxi * (1 - share_taxi_EV)
vkm_total_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,(vkm_car_r12 + vkm_taxi_r12 + vkm_bus_r12 + vkm_motorcycle_r12 + vkm_oth_r12) * telework_trip_multiplier
online_taxi_active,input,Input/exogenous or initialized state,transport,ride_hailing,city,0,,,
trp_tfp,expression,ABM behavioral mediation / competition / exposure,transport,traffic_regulation,city,1,trp_tfp_obs,,"trp_tfp_obs if YEAR_GRG<=2023 else ({2024: 138422315.321, 2025: 120157821.56, 2026: 101893327.798, 2027: 83628834.0357, 2028: 65364340.2738, 2029: 47099846.5119, 2030: 28835352.75}.get(int(YEAR_GRG), 28835352.75))"
trp_tps_city,expression,SD stock-flow / aggregate consequence / feedback,transport,travel_demand_city,city,1,trp_tps_city_obs,,trp_tps_city_obs if YEAR_GRG<=2023 else (25600000.0 + (3137295.8041960164)*(YEAR_GRG-2023))
trip_length_metro_km,expression,ABM behavioral mediation / competition / exposure,transport,behavior,city,1,trip_length_km,,"max(0.1, trip_length_km)"
traffic_plan_fee_IRR_trip_base,input,Input/exogenous or initialized state,economic,policy_revenue,region 12,0,,,
modal_share_motorcycle_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,18,modal_share_motorcycle__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | len_met__lag1 | len_bus__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | bus_vehicles_per_km__lag1 | brt_vehicles_per_km__lag1 | buses_total__lag1 | brts_total__lag1 | len_brt__lag1 | brt_share_of_bus__lag1 | delta_pt_bus_service_index__lag1 | delta_bus_vehicles_per_km__lag1 | delta_brt_vehicles_per_km__lag1 | travel_time_bus_hours__lag1 | travel_time_metro_hours__lag1,modal_share_motorcycle_truth,
modal_share_car_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,15,fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_hours__lag1 | travel_time_metro_hours__lag1 | len_met__lag1 | len_bus__lag1 | len_brt__lag1 | brt_share_of_bus__lag1 | bus_vehicles_per_km__lag1 | brt_vehicles_per_km__lag1 | inflation_rate_truth__lag1 | YEAR_GRG,modal_share_car_truth,
modal_share_taxi_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,3,fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | inflation_rate_truth__lag1,modal_share_taxi_truth,
modal_share_bus_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,15,fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_hours__lag1 | travel_time_metro_hours__lag1 | len_met__lag1 | len_bus__lag1 | len_brt__lag1 | brt_share_of_bus__lag1 | bus_vehicles_per_km__lag1 | brt_vehicles_per_km__lag1 | inflation_rate_truth__lag1 | YEAR_GRG,modal_share_bus_truth,
modal_share_metro_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,4,fare_metro_behavior_IRR_trip__lag1 | travel_time_metro_hours__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | inflation_rate_truth__lag1,modal_share_metro_truth,
modal_share_other_ml,ml,ML modal-prior surrogate,transport,mode_choice_city,city,15,fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_hours__lag1 | travel_time_metro_hours__lag1 | len_met__lag1 | len_bus__lag1 | len_brt__lag1 | brt_share_of_bus__lag1 | bus_vehicles_per_km__lag1 | brt_vehicles_per_km__lag1 | inflation_rate_truth__lag1 | YEAR_GRG,modal_share_other_truth,
modal_share_mot_r12_ml,ml,ML modal-prior surrogate,transport,mode_choice_region,region 12,19,modal_share_mot_r12__lag1 | travel_time_car_r12_hours__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | len_bus_r12__lag1 | len_brt_r12__lag1 | travel_time_bus_r12_hours__lag1 | travel_time_metro_hours__lag1 | pt_bus_service_index__lag1 | delta_pt_bus_service_index__lag1 | fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | YEAR_GRG | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | job_r12_truth__lag1,modal_share_mot_r12_truth,
modal_share_car_r12_ml,ml,ML modal-prior surrogate,transport,mode_choice_r12,region 12,19,modal_share_car_r12__lag1 | fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_r12_hours__lag1 | travel_time_metro_hours__lag1 | len_bus_r12__lag1 | len_brt_r12__lag1 | inflation_rate_truth__lag1 | YEAR_GRG | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | travel_time_car_r12_hours__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | job_r12_truth__lag1,modal_share_car_r12_truth,
modal_share_tax_r12_ml,ml,ML modal-prior surrogate,transport,modal_share,region 12,20,modal_share_tax_r12__lag1 | fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_r12_hours__lag1 | travel_time_metro_hours__lag1 | len_bus_r12__lag1 | len_brt_r12__lag1 | inflation_rate_truth__lag1 | YEAR_GRG | online_taxi_active__lag1 | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | travel_time_car_r12_hours__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | job_r12_truth__lag1,modal_share_tax_r12_truth,
modal_share_bus_r12_ml,ml,ML modal-prior surrogate,transport,mode_choice_r12,region 12,19,modal_share_bus_r12__lag1 | fuel_price_gasoline_IRR_litre__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | pt_bus_service_index__lag1 | travel_time_bus_r12_hours__lag1 | travel_time_metro_hours__lag1 | len_bus_r12__lag1 | len_brt_r12__lag1 | inflation_rate_truth__lag1 | YEAR_GRG | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | travel_time_car_r12_hours__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | job_r12_truth__lag1,modal_share_bus_r12_truth,
modal_share_met_r12_ml,ml,ML modal-prior surrogate,transport,mode_choice_region,region 12,19,modal_share_met_r12__lag1 | fare_metro_behavior_IRR_trip__lag1 | travel_time_metro_hours__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | inflation_rate_truth__lag1 | YEAR_GRG | len_met_r12__lag1 | len_bus_r12__lag1 | len_brt_r12__lag1 | fare_bus_behavior_IRR_trip__lag1 | travel_time_bus_r12_hours__lag1 | fuel_price_gasoline_IRR_litre__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | travel_time_car_r12_hours__lag1 | job_r12_truth__lag1,modal_share_met_r12_truth,
modal_share_oth_r12_ml,ml,ML modal-prior surrogate,transport,modal_share,region 12,16,modal_share_oth_r12__lag1 | inflation_rate_truth__lag1 | YEAR_GRG | congestion_index_r12__lag1 | parking_r12__lag1 | len_hwy_r12__lag1 | travel_time_car_r12_hours__lag1 | GDP_CAP__lag1 | pop_r12_truth__lag1 | job_r12_truth__lag1 | travel_time_bus_r12_hours__lag1 | travel_time_metro_hours__lag1 | fare_bus_behavior_IRR_trip__lag1 | fare_metro_behavior_IRR_trip__lag1 | traffic_plan_fee_behavior_IRR_trip__lag1 | fuel_price_gasoline_IRR_litre__lag1,modal_share_oth_r12_truth,
modal_share_bik,expression,ABM behavioral mediation / competition / exposure,transport,mode_share,city,2,bike_percent_of_other | modal_share_other,,bike_percent_of_other * modal_share_other
modal_share_motorcycle,expression,ABM behavioral mediation / competition / exposure,transport,mode_share,city,1,modal_share_motorcycle_adj,,modal_share_motorcycle_adj
modal_share_car,expression,ABM behavioral mediation / competition / exposure,transport,mode_share,city,1,modal_share_car_adj,,modal_share_car_adj
